region,s1_all_amt,s1_all_cnt,date,s1_cons_amt,s1_cons_cnt,s2_amt,s2_cnt,s2_local_amt,s2_unknown_amt,s2_visitor_amt,s2_local_cnt,s2_unknown_cnt,s2_visitor_cnt,s2c_amt,s2c_cnt,s2c_local_amt,s2c_unknown_amt,s2c_visitor_amt,s2c_local_cnt,s2c_unknown_cnt,s2c_visitor_cnt,month,weekday,is_weekend,is_holiday,sk_flow_baseline,temp_mean,temp_max,temp_min,precip_sum,precip_max_1h,rain_hours,wind_max,wind_mean,humidity_mean,n_hours,heat_day,tropical_night,cold_day,rain_day,heavy_rain_day
강원 춘천시,8855989707,281634,2025-09-21,8044189754,274644,8044189738,274474,6120074563,44229528,1879885647,217098,171,57205,7791163818,264675,5929844490,44032254,1817287074,209761,161,54753,202509,6,True,False,1757375.14,19.079166666666666,25.9,14.1,0.0,0.0,0,2.9,1.3333333333333333,74.54166666666667,24,False,False,False,False,False
강원 춘천시,11879831985,303247,2025-09-22,9391117922,287157,9391117923,287015,7774788388,4141460,1612188075,237869,146,49000,8467440778,278513,7000608221,4141460,1462691097,230991,146,47376,202509,0,False,False,1988340.99,18.145833333333332,23.9,13.0,0.0,0.0,0,3.1,1.6916666666666667,76.33333333333333,24,False,False,False,False,False
강원 춘천시,12618599775,309026,2025-09-23,9926134781,291426,9926134784,291249,7483124900,10488041,2432521843,240452,140,50657,8204789076,281612,6813676604,10488041,1380624431,232385,140,49087,202509,1,False,False,2012563.58,20.95,26.3,15.8,0.0,0.0,0,3.6,2.1166666666666667,67.66666666666667,24,False,False,False,False,False
강원 춘천시,15625467463,281641,2025-09-24,13046633534,265901,13046633504,265739,9801266083,8980393,3236387028,220603,133,45003,7467518125,257663,6328056802,8980393,1130480930,214186,133,43344,202509,2,False,False,1977886.59,19.858333333333334,22.5,17.0,12.7,6.5,8,2.2,0.7208333333333333,85.75,24,False,False,False,True,False
강원 춘천시,20178500827,319099,2025-09-25,17568065510,301136,17568065496,300936,12710569585,9883384,4847612527,250115,225,50596,8946201146,289907,7449206483,9883384,1487111279,241475,225,48207,202509,3,False,False,2017866.58,21.416666666666668,27.0,16.3,0.0,0.0,0,2.5,0.975,81.45833333333333,24,False,False,False,False,False
강원 춘천시,23029117165,338672,2025-09-26,20131123615,320670,20131123586,320511,15421509652,4851781,4704762153,270542,180,49789,9950260087,309065,8338006793,4851781,1607401513,261627,180,47258,202509,4,False,False,2010545.78,19.775000000000002,26.9,16.0,0.0,0.0,0,2.4,1.3375000000000001,81.20833333333333,24,False,False,False,False,False
강원 춘천시,13641715194,368564,2025-09-27,12055485269,358800,12055485250,358564,9148313293,10668500,2896503457,285988,256,72320,11022669753,343813,8618453034,9345123,2394871596,274528,251,69034,202509,5,True,False,1923253.06,19.974999999999998,26.7,15.0,0.0,0.0,0,2.3,1.0625,77.54166666666667,24,False,False,False,False,False
강원 춘천시,7480910013,248736,2025-09-28,6819601519,243582,6819601506,243412,5646868315,5262871,1167470320,200697,136,42579,6676760361,233114,5527637511,5262871,1143859979,192098,136,40880,202509,6,True,False,1757375.14,17.89166666666667,20.8,16.1,30.9,9.4,9,2.3,0.9375,91.70833333333333,24,False,False,False,True,True
강원 춘천시,27568650517,326234,2025-09-29,25273981802,310721,25273981796,310580,19145550301,5313659,6123117836,262047,142,48391,9528650415,300056,8151835843,5313659,1371500913,253224,142,46690,202509,0,False,False,1988340.99,19.224999999999998,25.5,15.2,0.0,0.0,0,2.2,0.8708333333333332,79.54166666666667,24,False,False,False,False,False
강원 춘천시,15847962362,321806,2025-09-30,12962503049,304568,12962503042,304415,10530327232,12608649,2419567161,255919,198,48298,9630754433,292730,8298283729,12608649,1319862055,245936,198,46596,202509,1,False,False,2012563.58,17.495833333333334,22.3,14.9,0.0,0.0,0,1.7,0.6916666666666668,87.58333333333333,24,False,False,False,False,False
강원 춘천시,14152633942,323982,2025-10-01,11064605484,308541,11064605501,308357,9181509171,30666393,1852429937,258655,162,49540,9907800045,298290,8517750725,30666393,1359382927,250224,162,47904,202510,2,False,False,1934549.8,19.308333333333334,25.2,16.4,0.0,0.0,0,1.6,0.8416666666666667,82.70833333333333,24,False,False,False,False,False
강원 춘천시,13415936420,347439,2025-10-02,11535471303,334318,11535471305,334162,9828566458,5605232,1701299615,284268,165,49729,10984760987,323864,9542119082,5605232,1437036673,275526,165,48173,202510,3,False,False,1917945.09,19.758333333333333,26.5,15.9,0.0,0.0,0,2.1,1.1458333333333333,81.66666666666667,24,False,False,False,False,False
강원 춘천시,12235252064,333564,2025-10-03,11572431531,327338,11572431533,327109,8888079930,6019683,2678331920,254351,207,72551,11258085097,315456,8755392248,5975925,2496716924,245316,202,69938,202510,4,False,True,1930469.55,19.679166666666667,23.4,17.0,0.1,0.1,1,3.5,1.7458333333333333,80.58333333333333,24,False,False,False,False,False
강원 춘천시,12772145770,356507,2025-10-04,12097787953,351021,12097787945,350743,8973647741,14228396,3109911808,257706,240,92797,11891363434,338615,8833728693,10662128,3046972613,249254,230,89131,202510,5,True,True,1940523.5,21.65416666666667,26.0,18.4,0.0,0.0,0,2.6,1.3041666666666667,77.875,24,False,False,False,False,False
강원 춘천시,9414922323,291594,2025-10-05,8999140303,287467,8999140287,287198,6209986105,7212730,2781941452,201280,173,85745,8840456227,275720,6121098312,7212730,2712145185,193731,173,81816,202510,6,True,True,1808501.53,19.9375,22.0,18.5,1.9,0.8,5,2.9,0.8791666666666668,89.20833333333333,24,False,False,False,True,False
강원 춘천시,6028559737,200642,2025-10-06,5766635048,197782,5766635018,197558,3508881557,3356958,2254396503,127311,101,70146,5652764508,188504,3464270908,3291321,2185202279,121331,90,67083,202510,0,False,True,1835628.45,16.741666666666667,19.3,14.6,25.4,4.7,17,3.4,1.8958333333333333,90.95833333333333,24,False,False,False,True,False
강원 춘천시,7958523622,256177,2025-10-07,7618768659,252388,7618768674,252117,4734633434,2498973,2881636267,169737,87,82293,7520143284,240504,4687986933,2481470,2829674881,161536,82,78886,202510,1,False,True,1858181.07,17.2625,19.3,14.9,10.6,4.9,13,3.4,2.2291666666666665,92.625,24,False,False,False,True,False
강원 춘천시,9319412698,308826,2025-10-08,8799977375,303615,8799977363,303385,5525097960,15575415,3259303988,206535,188,96662,8654437804,289218,5466469080,15493369,3172475355,197259,183,91776,202510,2,False,True,1934549.8,20.966666666666665,27.3,16.8,0.0,0.0,0,2.5,1.3291666666666666,76.125,24,False,False,False,False,False
강원 춘천시,8560875400,281765,2025-10-09,7974232384,276150,7974232397,275890,5633416891,1859586,2338955920,205183,89,70618,7822052732,264525,5569392499,1859586,2250800647,197618,89,66818,202510,3,False,True,1917945.09,17.854166666666668,20.3,15.0,0.1,0.1,1,3.8,2.5875,75.70833333333333,24,False,False,False,False,False
강원 춘천시,10928850375,280987,2025-10-10,10085564649,272178,10085564627,271955,8095343325,28986782,1961234520,223978,107,47870,8718596412,260817,7085442421,28986782,1604167209,214425,107,46285,202510,4,False,False,1930469.55,15.804166666666667,16.9,14.7,34.5,2.8,24,2.5,1.5291666666666668,95.08333333333333,24,False,False,False,True,True
강원 춘천시,9393057483,280559,2025-10-11,8793878448,275288,8793878465,275053,7076838630,6512056,1710527779,225539,151,49363,8658676087,264170,6988635205,6512056,1663528826,216512,151,47507,202510,5,True,False,1940523.5,15.891666666666666,17.3,14.5,33.3,5.4,21,2.7,1.0875000000000001,95.16666666666667,24,False,False,False,True,True
강원 춘천시,6747587353,235878,2025-10-12,6248020167,231550,6248020160,231382,4899176470,5329585,1343514105,190091,176,41115,6120373288,222313,4837737520,5134952,1277500816,182772,159,39382,202510,6,True,False,1808501.53,17.833333333333332,19.2,16.9,0.1,0.1,1,3.5,1.3208333333333333,87.54166666666667,24,False,False,False,False,False
강원 춘천시,13564343258,258192,2025-10-13,12042902048,247177,12042902036,247053,10387595593,11312512,1643993931,209331,115,37607,7605113030,238326,6731225971,11312512,862574547,202053,115,36158,202510,0,False,False,1835628.45,14.391666666666666,16.1,12.8,31.400000000000002,5.5,19,2.6,1.9458333333333335,91.625,24,False,False,False,True,True
강원 춘천시,20806930509,296312,2025-10-14,18874888185,282542,18874888189,282420,15273224012,13312596,3588351581,236947,158,45315,8208400398,270273,6934450581,13312596,1260637221,226609,158,43506,202510,1,False,False,1858181.07,16.641666666666666,21.3,13.2,0.2,0.1,2,3.2,2.1458333333333335,82.125,24,False,False,False,False,False
강원 춘천시,24915587955,291005,2025-10-15,22570894645,276298,22570894645,276169,17295487682,3700741,5271706222,229491,116,46562,8000786912,266146,6588092379,3700741,1408993792,221625,116,44405,202510,2,False,False,1934549.8,17.775000000000002,24.2,12.8,1.1,0.6,3,2.7,1.575,80.41666666666667,24,False,False,False,True,False
강원 춘천시,12596916673,298403,2025-10-16,10815427493,283790,10815427510,283653,8334587941,4020794,2476818775,236088,147,47418,7777945117,273814,6485521927,4020794,1288402396,228390,147,45277,202510,3,False,False,1917945.09,18.537499999999998,23.1,14.8,3.4,2.1,4,3.1,1.825,79.29166666666667,24,False,False,False,True,False
강원 춘천시,11335878998,313461,2025-10-17,9096799327,297908,9096799349,297700,7511781334,3172094,1581845921,251289,84,46327,8797809834,285942,7277898142,3172094,1516739598,241253,84,44605,202510,4,False,False,1930469.55,17.900000000000002,23.7,12.5,5.3,1.9,5,2.9,1.4666666666666668,80.58333333333333,24,False,False,False,True,False
강원 춘천시,11376751197,343470,2025-10-18,10198913281,334996,10198913247,334740,7795661442,20711231,2382540574,261081,191,73468,10001208025,320253,7678121842,20282951,2302803232,249599,175,70479,202510,5,True,False,1940523.5,16.900000000000002,20.2,14.0,9.8,2.4,7,3.9,1.5708333333333335,81.83333333333333,24,False,False,False,True,False
강원 춘천시,8912878647,288756,2025-10-19,7889364543,281648,7889364506,281471,5997347905,7110801,1884905800,217928,187,63356,7743206730,270433,5924830220,7110801,1811265709,209610,187,60636,202510,6,True,False,1808501.53,15.4125,21.9,10.1,0.0,0.0,0,3.2,1.6333333333333335,73.0,24,False,False,False,False,False
강원 춘천시,11339546201,297657,2025-10-20,9184983855,284408,9184983868,284218,7685894568,7987696,1491101604,235954,166,48098,8982858938,275192,7558328289,7982226,1416548423,228490,161,46541,202510,0,False,False,1835628.45,11.504166666666668,15.8,8.1,0.0,0.0,0,3.0,1.7249999999999999,74.08333333333333,24,False,False,False,False,False
강원 춘천시,11220156288,296968,2025-10-21,8831629180,281178,8831629192,280997,7356506354,4274052,1470848786,231427,165,49405,8314188008,271324,6947336082,4274052,1362577874,223299,165,47860,202510,1,False,False,1858181.07,11.225000000000001,16.3,7.0,0.0,0.0,0,2.6,1.2708333333333333,77.20833333333333,24,False,False,False,False,False
강원 춘천시,11166349661,294631,2025-10-22,8817663163,279730,8817663166,279591,7065611422,4347342,1747704402,229835,187,49569,8327570766,270421,6873415259,4197472,1449958035,222561,177,47683,202510,2,False,False,1934549.8,12.616666666666667,18.3,6.6,0.0,0.0,0,3.5,2.2875,74.29166666666667,24,False,False,False,False,False
강원 춘천시,11509471318,292302,2025-10-23,9425089059,277576,9425089043,277364,7533471411,5160634,1886456998,228233,134,48997,8119432927,269121,6684712293,5160634,1429560000,221878,134,47109,202510,3,False,False,1917945.09,14.179166666666667,20.9,10.4,0.0,0.0,0,2.8,1.9958333333333333,73.91666666666667,24,False,False,False,False,False
강원 춘천시,15351453593,321661,2025-10-24,13135161787,307087,13135161787,306884,10576523510,3797990,2554840287,255888,139,50857,9578867195,296699,7876380129,3792520,1698694546,247525,134,49040,202510,4,False,False,1930469.55,14.049999999999999,19.3,9.2,0.0,0.0,0,3.0,2.1999999999999997,72.91666666666667,24,False,False,False,False,False
강원 춘천시,12268924413,363681,2025-10-25,11167891821,355159,11167891816,354882,8039389894,16613471,3111888451,266933,242,87707,10720469305,341410,7958317804,16580653,2745570848,257035,237,84138,202510,5,True,False,1940523.5,13.775,20.2,10.3,0.0,0.0,0,2.7,1.0875000000000001,75.33333333333333,24,False,False,False,False,False
강원 춘천시,8631914269,280083,2025-10-26,7807120900,273745,7807120927,273531,5564036807,8085421,2234998699,197399,114,76018,7638966375,262829,5493034280,8085421,2137846674,189525,114,73190,202510,6,True,False,1808501.53,11.241666666666667,13.7,8.3,0.0,0.0,0,1.9,0.9333333333333332,76.54166666666667,24,False,False,False,False,False
강원 춘천시,17079246851,299261,2025-10-27,15492026557,286299,15492026561,286102,12769969168,36449898,2685607495,235466,142,50494,8978708985,276918,7554278567,36444428,1387985990,228157,137,48624,202510,0,False,False,1835628.45,7.379166666666666,11.6,2.3,0.0,0.0,0,6.4,2.183333333333333,52.333333333333336,24,False,False,False,False,False
강원 춘천시,25876119736,297197,2025-10-28,23582617713,282101,23582617722,281934,17536730881,6374166,6039512675,232151,112,49671,8628778728,271882,7258348065,6374166,1364056497,224161,112,47609,202510,1,False,False,1858181.07,5.120833333333334,14.9,-2.6,0.0,0.0,0,2.4,0.7791666666666667,64.29166666666667,24,False,False,False,False,False
강원 춘천시,23058140186,296945,2025-10-29,20416921406,281472,20416921415,281257,15453603363,3366613,4959951439,230075,141,51041,8440555504,271698,6985024626,3355674,1452175204,222748,130,48820,202510,2,False,False,1934549.8,7.383333333333333,16.2,0.4,0.0,0.0,0,1.7,0.6791666666666667,75.33333333333333,24,False,False,False,False,False
강원 춘천시,15833896666,302900,2025-10-30,13917594799,288012,13917594804,287817,9418584003,14355493,4484655308,239375,130,48312,8626554616,278413,7191308476,14355493,1420890647,231861,130,46422,202510,3,False,False,1917945.09,8.916666666666666,17.4,3.7,0.0,0.0,0,1.4,0.5541666666666667,83.125,24,False,False,False,False,False
강원 춘천시,17026569572,326014,2025-10-31,14774600281,310912,14774600253,310704,11430298065,11503355,3332798833,260118,154,50432,10098307296,298223,8425576718,11503355,1661227223,249791,154,48278,202510,4,False,False,1930469.55,12.1875,19.6,6.0,1.1,1.1,1,2.4,0.6666666666666666,77.875,24,False,False,False,True,False
강원 춘천시,13298287888,342003,2025-11-01,12023942841,333246,12023942835,333044,9375263903,19693034,2628985898,257976,122,74946,11807967960,321032,9266738835,19693034,2521536091,249578,122,71332,202511,5,True,False,1904353.04,12.758333333333333,17.1,9.3,1.8,1.8,1,4.4,1.8791666666666667,65.79166666666667,24,False,False,False,True,False
강원 춘천시,9562887062,272591,2025-11-02,8639824115,265763,8639824084,265572,6645969860,3693387,1990160837,205177,112,60283,8535418684,257400,6595511582,3693387,1936213715,198806,112,58482,202511,6,True,False,1701361.26,7.354166666666667,12.1,1.3,0.6,0.6,1,4.7,2.25,61.458333333333336,24,False,False,False,False,False
강원 춘천시,11898849171,292204,2025-11-03,9524551016,277450,9524550980,277318,7461797864,2425938,2060327178,229300,90,47928,8772986229,268431,7196066262,2425938,1574494029,222043,90,46298,202511,0,False,False,1893673.79,4.8875,15.2,-2.3,0.0,0.0,0,1.5,0.6625,70.0,24,False,False,False,False,False
강원 춘천시,11169459089,288079,2025-11-04,9081462758,272619,9081462762,272489,7694665131,4786421,1382011210,225733,105,46651,7981479783,263839,6722454807,4786421,1254238555,218342,105,45392,202511,1,False,False,1879935.79,7.995833333333334,17.4,2.6,0.0,0.0,0,2.4,0.7875000000000001,71.375,24,False,False,False,False,False
강원 춘천시,10656106868,286875,2025-11-05,8665166536,270737,8665166529,270581,7199791787,3344005,1462030737,223672,113,46796,8115018622,261909,6716908341,3344005,1394766276,216426,113,45370,202511,2,False,False,1900759.06,8.012500000000001,18.3,1.5,0.0,0.0,0,1.4,0.5875,75.58333333333333,24,False,False,False,False,False
강원 춘천시,10313063444,288282,2025-11-06,8079609734,273029,8079609700,272889,6586188757,3463221,1489957722,225914,94,46881,7758015440,264623,6394718353,3463221,1359833866,219255,94,45274,202511,3,False,False,1871613.0,8.441666666666666,18.0,2.8,0.0,0.0,0,1.8,0.5666666666666667,81.41666666666667,24,False,False,False,False,False
강원 춘천시,11472841308,314251,2025-11-07,9548214058,298869,9548214046,298697,7877242749,4018323,1666952974,249435,160,49102,9153105612,288968,7551814376,4018323,1597272913,241742,160,47066,202511,4,False,False,1934510.14,10.654166666666667,19.3,4.3,0.0,0.0,0,3.4,1.1916666666666667,76.54166666666667,24,False,False,False,False,False
강원 춘천시,11979153192,332007,2025-11-08,10520594133,322647,10520594156,322443,7965805040,3201029,2551588087,248675,161,73607,10376678869,309691,7877342009,3169747,2496167113,239021,156,70514,202511,5,True,False,1904353.04,12.487499999999999,14.7,9.9,0.0,0.0,0,2.9,1.5041666666666667,75.95833333333333,24,False,False,False,False,False
강원 춘천시,7863690446,259881,2025-11-09,7025089201,253607,7025089187,253473,5141962677,4826472,1878300038,193216,148,60109,6893371180,244271,5070772849,4826472,1817771859,186686,148,57437,202511,6,True,False,1701361.26,11.783333333333333,18.2,6.3,0.0,0.0,0,4.1,1.8333333333333333,65.75,24,False,False,False,False,False
강원 춘천시,10273086597,298286,2025-11-10,8572659865,284231,8572659846,284077,7009806269,13041778,1549811799,234641,183,49253,8014722566,274300,6740730982,13041778,1260949806,226896,183,47221,202511,0,False,False,1893673.79,7.9624999999999995,14.9,0.7,0.0,0.0,0,2.9,1.6041666666666667,37.458333333333336,24,False,False,False,False,False
강원 춘천시,11259476540,300715,2025-11-11,9136656125,285061,9136656135,284886,7446774442,5591508,1684290185,236111,131,48644,8048216816,274946,6591367110,5294864,1451554842,228166,126,46654,202511,1,False,False,1879935.79,5.8999999999999995,15.6,-1.3,0.0,0.0,0,2.7,0.7333333333333334,66.75,24,False,False,False,False,False
강원 춘천시,12085240172,289916,2025-11-12,9394346477,273410,9394346455,273280,7517543912,5968540,1870834003,227557,165,45558,7707147044,264951,6455674326,5612567,1245860151,220624,160,44167,202511,2,False,False,1900759.06,6.270833333333333,16.9,0.3,0.0,0.0,0,1.7,0.6041666666666666,76.29166666666667,24,False,False,False,False,False
강원 춘천시,19417908855,293173,2025-11-13,17378627407,277560,17378627381,277426,13951325023,115793429,3311508929,229434,144,47848,8028249298,268303,6549238639,3345393,1475665266,222000,139,46164,202511,3,False,False,1871613.0,7.104166666666667,17.9,0.3,0.0,0.0,0,2.5,0.75,74.79166666666667,24,False,False,False,False,False
강원 춘천시,26585780504,310648,2025-11-14,24435381001,295066,24435381003,294868,17822712690,10552075,6602116238,245904,124,48840,9287196239,283785,7706132802,10552075,1570511362,237040,124,46621,202511,4,False,False,1934510.14,5.679166666666667,15.1,-0.1,0.0,0.0,0,2.4,0.8833333333333333,69.66666666666667,24,False,False,False,False,False
강원 춘천시,12560500689,328910,2025-11-15,11449568935,319909,11449568912,319732,8811711933,3475018,2634381961,247091,148,72493,10274977712,306574,7894722603,3475018,2376780091,237694,148,68732,202511,5,True,False,1904353.04,5.233333333333333,16.1,-1.8,0.0,0.0,0,1.2,0.5333333333333333,69.91666666666667,24,False,False,False,False,False
강원 춘천시,8955646611,265624,2025-11-16,7654248450,258824,7654248450,258660,5829486268,3192084,1821570098,201128,128,57404,7549398869,249341,5763603790,3192084,1782602995,194598,128,54615,202511,6,True,False,1701361.26,8.133333333333335,18.7,-1.0,0.2,0.2,1,3.1,1.05,66.33333333333333,24,False,False,False,False,False
강원 춘천시,12872884914,282396,2025-11-17,11123309155,269247,11123309151,269084,8843804416,4331758,2275172977,224756,116,44212,8309337911,260905,7086420928,4207707,1218709276,218312,111,42482,202511,0,False,False,1893673.79,4.733333333333333,10.4,-1.8,0.0,0.0,0,4.5,2.983333333333333,31.875,24,False,False,False,False,False
강원 춘천시,11168427492,281260,2025-11-18,8816562674,266741,8816562659,266581,7522671678,16801772,1277089209,221606,232,44743,8184880185,258263,6945781558,16797457,1222301170,214698,227,43338,202511,1,False,False,1879935.79,-0.4791666666666667,7.2,-6.2,0.0,0.0,0,3.3,1.0583333333333333,57.208333333333336,24,False,False,False,False,False
강원 춘천시,10988445862,280304,2025-11-19,8566417421,264884,8566417388,264730,7279828321,5882163,1280706904,220898,130,43702,8259386070,255623,7042827661,5785080,1210773329,213580,125,41918,202511,2,False,False,1900759.06,-0.08750000000000002,8.2,-5.9,0.0,0.0,0,2.0,0.7083333333333334,64.5,24,False,False,False,False,False
강원 춘천시,10892914465,282590,2025-11-20,8547442683,266401,8547442659,266308,7278768020,20131605,1248543034,223760,175,42373,8249667423,258380,7023396877,20131605,1206138941,217248,175,40957,202511,3,False,False,1871613.0,4.216666666666667,13.0,-3.9,0.0,0.0,0,4.1,1.4791666666666667,62.791666666666664,24,False,False,False,False,False
강원 춘천시,13402616591,302428,2025-11-21,11240907885,287459,11240907887,287289,9441045872,4056157,1795805858,243067,119,44103,9123669729,277906,7729083995,3985009,1390600725,235215,108,42583,202511,4,False,False,1934510.14,4.7875000000000005,10.1,-4.1,0.0,0.0,0,4.1,1.6083333333333334,60.458333333333336,24,False,False,False,False,False
강원 춘천시,11922972260,323966,2025-11-22,10641022410,315040,10641022421,314869,8370047449,8878378,2262096594,248522,173,66174,10466810728,303286,8288172408,8878378,2169759942,240181,173,62932,202511,5,True,False,1904353.04,5.3625,14.2,-0.7,0.0,0.0,0,3.0,0.6625,76.29166666666667,24,False,False,False,False,False
강원 춘천시,7685347436,244547,2025-11-23,7026943796,238676,7026943754,238486,5406507975,3486754,1616949025,188205,100,50181,6935287559,231294,5348946397,3486754,1582854408,182605,100,48589,202511,6,True,False,1701361.26,5.333333333333333,10.9,-0.2,0.0,0.0,0,1.2,0.39999999999999997,82.125,24,False,False,False,False,False
강원 춘천시,11232994993,289953,2025-11-24,9497324794,276064,9497324796,275907,7914443939,7028899,1575851958,230919,172,44816,8240647266,266860,7044552505,7028899,1189065862,223730,172,42958,202511,0,False,False,1893673.79,8.604166666666666,15.6,3.2,0.0,0.0,0,1.5,0.5833333333333334,81.125,24,False,False,False,False,False
강원 춘천시,20342473248,271868,2025-11-25,17306136907,257277,17306136875,257164,13252909047,2330433,4050897395,216062,60,41042,7830008801,248976,6805691507,2330433,1021986861,209294,60,39622,202511,1,False,False,1879935.79,4.6499999999999995,6.5,1.6,8.5,4.8,4,2.7,1.0458333333333334,90.875,24,False,False,False,True,False
강원 춘천시,19900485276,289235,2025-11-26,16605034322,273549,16605034313,273375,12433456230,49224075,4122354008,228754,189,44432,8098832829,264153,6921337283,49224075,1128271471,221669,189,42295,202511,2,False,False,1900759.06,5.470833333333334,10.1,-0.1,0.0,0.0,0,2.8,1.3916666666666666,73.875,24,False,False,False,False,False
강원 춘천시,24246835593,267987,2025-11-27,22358964542,253695,22358964522,253567,17929808214,6098583,4423057725,215556,109,37902,7549278706,245143,6470586684,6098583,1072593439,208682,109,36352,202511,3,False,False,1871613.0,2.8625000000000003,6.0,-0.3,7.6,5.0,4,4.1,1.3916666666666666,86.95833333333333,24,False,False,False,True,False
강원 춘천시,25188801052,308066,2025-11-28,22390597385,292763,22390597387,292571,15702022242,6457153,6682117992,248727,147,43697,10049815595,282377,8721126831,6328633,1322360131,240615,141,41621,202511,4,False,False,1934510.14,1.4208333333333334,8.1,-3.4,0.0,0.0,0,2.8,1.3125,62.833333333333336,24,False,False,False,False,False
강원 춘천시,12529457276,314700,2025-11-29,11352989180,306682,11352989171,306503,9034194187,9169036,2309625948,246611,155,59737,10495977560,296613,8252336260,9169036,2234472264,238926,155,57532,202511,5,True,False,1904353.04,1.5374999999999999,6.3,-4.8,0.0,0.0,0,1.6,0.6166666666666667,74.83333333333333,24,False,False,False,False,False
강원 춘천시,8523600099,260220,2025-11-30,7963929238,254502,7963929208,254362,6166143196,7378973,1790407039,205972,185,48205,7562485556,246504,6106048906,7378973,1449057677,200148,185,46171,202511,6,True,False,1701361.26,9.387500000000001,15.4,3.1,0.0,0.0,0,2.7,0.9958333333333332,75.41666666666667,24,False,False,False,False,False
강원 춘천시,11705953398,283200,2025-12-01,9435276992,268413,9435276985,268248,8057790429,8049688,1369436868,227207,139,40902,8641328889,259922,7648302932,8049688,984976269,220221,139,39562,202512,0,False,False,1781784.97,6.479166666666667,11.7,-1.2,0.0,0.0,0,3.9,2.0625,50.166666666666664,24,False,False,False,False,False
강원 춘천시,10622203536,273891,2025-12-02,8121181192,257853,8121181203,257705,7061849225,3625430,1055706548,216859,101,40745,7683327035,249420,6652487743,3603593,1027235699,209784,90,39546,202512,1,False,False,1821895.84,-0.20833333333333334,4.7,-5.4,0.0,0.0,0,4.8,2.4583333333333335,48.708333333333336,24,False,False,False,False,False
강원 춘천시,10005267798,263565,2025-12-03,7690298934,248632,7690298946,248506,6702255565,5132433,982910948,210040,155,38311,7467709382,240194,6533332065,5132433,929244884,202876,155,37163,202512,2,False,False,1851355.16,-6.125,-2.8,-8.9,0.0,0.0,0,5.4,2.7624999999999997,37.166666666666664,24,False,False,False,False,False
강원 춘천시,10380627279,266347,2025-12-04,8236377040,251372,8236377003,251194,7318042601,7922056,910412346,214532,77,36585,7688804572,244270,6841593809,7922056,839288707,208897,77,35296,202512,3,False,False,1780891.05,-5.654166666666666,0.8,-12.6,0.9,0.9,1,3.3,1.3541666666666667,58.916666666666664,24,False,False,True,False,False
강원 춘천시,10745863660,285115,2025-12-05,8935390839,270671,8935390856,270519,7899630871,3759028,1032000957,233787,128,36604,8782673725,262912,7789410388,3759028,989504309,227276,128,35508,202512,4,False,False,1858287.67,-3.5833333333333335,2.3,-8.8,0.0,0.0,0,3.2,1.4458333333333335,60.916666666666664,24,False,False,False,False,False
강원 춘천시,10699533547,300735,2025-12-06,9918805594,292903,9918805608,292651,8128341951,3955285,1786508372,241095,104,51452,9795500058,281059,8040951949,3955285,1750592824,231854,104,49101,202512,5,True,False,1736168.54,-0.7708333333333334,3.0,-5.6,0.1,0.1,1,1.6,0.49583333333333335,75.58333333333333,24,False,False,False,False,False
강원 춘천시,7903262101,249905,2025-12-07,7371215116,243828,7371215115,243665,6043026532,8693079,1319495504,198729,175,44761,7264994038,236031,6006598492,8682161,1249713385,192826,170,43035,202512,6,True,False,1585018.66,4.125,12.4,-3.2,0.0,0.0,0,3.3,1.0833333333333333,75.625,24,False,False,False,False,False
강원 춘천시,10186977433,275385,2025-12-08,8204107293,261059,8204107266,260870,7147142071,13791296,1043173899,220920,147,39803,7603103821,252253,6598047809,13785837,991270175,214163,142,37948,202512,0,False,False,1781784.97,2.0541666666666667,8.4,-5.4,0.0,0.0,0,4.0,1.4541666666666666,48.5,24,False,False,False,False,False
강원 춘천시,10203227961,272212,2025-12-09,7766604252,256483,7766604234,256325,6610327298,1117806,1155159130,215247,51,41027,7420784767,247717,6504881123,1117806,914785838,208035,51,39631,202512,1,False,False,1821895.84,-1.1666666666666667,7.9,-7.9,0.0,0.0,0,2.9,0.7458333333333332,72.04166666666667,24,False,False,False,False,False
강원 춘천시,11910331900,275291,2025-12-10,8799471671,257588,8799471667,257450,7511312841,11856245,1276302581,215569,124,41757,7462678227,248404,6433472682,11812571,1017392974,208169,119,40116,202512,2,False,False,1851355.16,-9.483155002006545e-17,4.6,-4.5,0.0,0.0,0,2.0,0.46249999999999997,85.91666666666667,24,False,False,False,False,False
강원 춘천시,12768843759,274655,2025-12-11,10699162590,258775,10699162580,258615,8677596412,7682819,2013883349,217706,86,40823,7416799241,249466,6489615051,7682819,919501371,210419,86,38961,202512,3,False,False,1780891.05,2.2916666666666665,9.7,-1.8,9.799999999999999,8.6,2,4.1,1.0291666666666666,81.125,24,False,False,False,True,False
강원 춘천시,16131187660,297206,2025-12-12,13942028933,281518,13942028909,281335,11544457720,13260387,2384310802,239542,163,41630,8365887925,271413,7290168945,13260387,1062458593,231388,163,39862,202512,4,False,False,1858287.67,1.6833333333333333,6.9,-3.5,0.0,0.0,0,2.9,1.5916666666666668,66.875,24,False,False,False,False,False
