TA_YMD,MCT_SGG_CD,visitor_type,TS_AT,USE_CNT
20251003,강원 춘천시,정보없음,6019683,207
20251003,강원 춘천시,지역주민,8888079930,254351
20251003,서울 강남구,외부방문객,48787794726,1556869
20251003,서울 강남구,정보없음,44850583,1472
20251003,서울 강남구,지역주민,39703052205,1015985
20251004,강원 춘천시,외부방문객,3109911808,92797
20251004,강원 춘천시,정보없음,14228396,240
20251004,강원 춘천시,지역주민,8973647741,257706
20251004,서울 강남구,외부방문객,46372377202,1607895
20251004,서울 강남구,정보없음,48545724,1430
20251004,서울 강남구,지역주민,38808315411,1034459
20251005,강원 춘천시,외부방문객,2781941452,85745
20251005,강원 춘천시,정보없음,7212730,173
20251005,강원 춘천시,지역주민,6209986105,201280
20251005,서울 강남구,외부방문객,31843239751,1353667
20251005,서울 강남구,정보없음,21194012,1233
20251005,서울 강남구,지역주민,22603280959,786212
20251006,강원 춘천시,외부방문객,2254396503,70146
20251006,강원 춘천시,정보없음,3356958,101
20251006,강원 춘천시,지역주민,3508881557,127311
20251006,서울 강남구,외부방문객,21265042066,873834
20251006,서울 강남구,정보없음,16360089,861
20251006,서울 강남구,지역주민,11873538563,463929
20251007,강원 춘천시,외부방문객,2881636267,82293
20251007,강원 춘천시,정보없음,2498973,87
20251007,강원 춘천시,지역주민,4734633434,169737
20251007,서울 강남구,외부방문객,29952450629,1332074
20251007,서울 강남구,정보없음,32467862,1102
20251007,서울 강남구,지역주민,17823886506,711222
20251008,강원 춘천시,외부방문객,3259303988,96662
20251008,강원 춘천시,정보없음,15575415,188
20251008,강원 춘천시,지역주민,5525097960,206535
20251008,서울 강남구,외부방문객,34442069065,1486443
20251008,서울 강남구,정보없음,33312289,1221
20251008,서울 강남구,지역주민,23623067896,865466
20251009,강원 춘천시,외부방문객,2338955920,70618
20251009,강원 춘천시,정보없음,1859586,89
20251009,강원 춘천시,지역주민,5633416891,205183
20251009,서울 강남구,외부방문객,35390624978,1476134
20251009,서울 강남구,정보없음,37010399,1125
20251009,서울 강남구,지역주민,25212269672,887645
20251010,강원 춘천시,외부방문객,1961234520,47870
20251010,강원 춘천시,정보없음,28986782,107
20251010,강원 춘천시,지역주민,8095343325,223978
20251010,서울 강남구,외부방문객,121196308949,1808721
20251010,서울 강남구,정보없음,320514638,1751
20251010,서울 강남구,지역주민,61310761587,1099917
20251011,강원 춘천시,외부방문객,1710527779,49363
20251011,강원 춘천시,정보없음,6512056,151
20251011,강원 춘천시,지역주민,7076838630,225539
20251011,서울 강남구,외부방문객,44838475580,1593482
20251011,서울 강남구,정보없음,49327513,1376
20251011,서울 강남구,지역주민,37209611283,1023504
20251012,강원 춘천시,외부방문객,1343514105,41115
20251012,강원 춘천시,정보없음,5329585,176
20251012,강원 춘천시,지역주민,4899176470,190091
20251012,서울 강남구,외부방문객,36233452411,1427643
20251012,서울 강남구,정보없음,33787969,1186
20251012,서울 강남구,지역주민,26194693562,865667
20251013,강원 춘천시,외부방문객,1643993931,37607
20251013,강원 춘천시,정보없음,11312512,115
20251013,강원 춘천시,지역주민,10387595593,209331
20251013,서울 강남구,외부방문객,118253770203,1888543
20251013,서울 강남구,정보없음,248231255,2030
20251013,서울 강남구,지역주민,59169976499,1133579
20251014,강원 춘천시,외부방문객,3588351581,45315
20251014,강원 춘천시,정보없음,13312596,158
20251014,강원 춘천시,지역주민,15273224012,236947
20251014,서울 강남구,외부방문객,123262474110,1814341
20251014,서울 강남구,정보없음,385358923,1635
20251014,서울 강남구,지역주민,66850161291,1227526
20251015,강원 춘천시,외부방문객,5271706222,46562
20251015,강원 춘천시,정보없음,3700741,116
20251015,강원 춘천시,지역주민,17295487682,229491
20251015,서울 강남구,외부방문객,157003416437,2011292
20251015,서울 강남구,정보없음,461969875,2046
20251015,서울 강남구,지역주민,82136071151,1285177
20251016,강원 춘천시,외부방문객,2476818775,47418
20251016,강원 춘천시,정보없음,4020794,147
20251016,강원 춘천시,지역주민,8334587941,236088
20251016,서울 강남구,외부방문객,91263218414,1651287
20251016,서울 강남구,정보없음,275040416,1979
20251016,서울 강남구,지역주민,53428009476,1192000
20251017,강원 춘천시,외부방문객,1581845921,46327
20251017,강원 춘천시,정보없음,3172094,84
20251017,강원 춘천시,지역주민,7511781334,251289
20251017,서울 강남구,외부방문객,99788220475,1630328
20251017,서울 강남구,정보없음,193240846,1571
20251017,서울 강남구,지역주민,55951790858,1192011
20251018,강원 춘천시,외부방문객,2382540574,73468
20251018,강원 춘천시,정보없음,20711231,191
20251018,강원 춘천시,지역주민,7795661442,261081
20251018,서울 강남구,외부방문객,50100418851,1672651
20251018,서울 강남구,정보없음,50376038,1504
20251018,서울 강남구,지역주민,40830199861,1096974
20251019,강원 춘천시,외부방문객,1884905800,63356
20251019,강원 춘천시,정보없음,7110801,187
20251019,강원 춘천시,지역주민,5997347905,217928
20251019,서울 강남구,외부방문객,36779175312,1513912
20251019,서울 강남구,정보없음,23282051,1289
20251019,서울 강남구,지역주민,27242232417,915360
20251020,강원 춘천시,외부방문객,1491101604,48098
20251020,강원 춘천시,정보없음,7987696,166
20251020,강원 춘천시,지역주민,7685894568,235954
20251020,서울 강남구,외부방문객,114779796197,1867933
20251020,서울 강남구,정보없음,261273524,1624
20251020,서울 강남구,지역주민,59173991597,1197509
20251021,강원 춘천시,외부방문객,1470848786,49405
20251021,강원 춘천시,정보없음,4274052,165
20251021,강원 춘천시,지역주민,7356506354,231427
20251021,서울 강남구,외부방문객,101080030448,1625622
20251021,서울 강남구,정보없음,228893198,1624
20251021,서울 강남구,지역주민,62271282215,1169686
20251022,강원 춘천시,외부방문객,1747704402,49569
20251022,강원 춘천시,정보없음,4347342,187
20251022,강원 춘천시,지역주민,7065611422,229835
20251022,서울 강남구,외부방문객,111074221392,1678114
20251022,서울 강남구,정보없음,186982402,1548
20251022,서울 강남구,지역주민,56231919171,1174669
20251023,강원 춘천시,외부방문객,1886456998,48997
20251023,강원 춘천시,정보없음,5160634,134
20251023,강원 춘천시,지역주민,7533471411,228233
20251023,서울 강남구,외부방문객,108268252015,1663056
20251023,서울 강남구,정보없음,118749177,1476
20251023,서울 강남구,지역주민,57251392069,1188175
20251024,강원 춘천시,외부방문객,2554840287,50857
20251024,강원 춘천시,정보없음,3797990,139
20251024,강원 춘천시,지역주민,10576523510,255888
20251024,서울 강남구,외부방문객,137480887693,1902416
20251024,서울 강남구,정보없음,310086266,1694
20251024,서울 강남구,지역주민,71064136663,1290481
20251025,강원 춘천시,외부방문객,3111888451,87707
20251025,강원 춘천시,정보없음,16613471,242
20251025,강원 춘천시,지역주민,8039389894,266933
20251025,서울 강남구,외부방문객,50049604125,1713824
20251025,서울 강남구,정보없음,78322908,1558
20251025,서울 강남구,지역주민,44141148092,1121110
20251026,강원 춘천시,외부방문객,2234998699,76018
20251026,강원 춘천시,정보없음,8085421,114
20251026,강원 춘천시,지역주민,5564036807,197399
20251026,서울 강남구,외부방문객,37955002771,1495743
20251026,서울 강남구,정보없음,19884842,1104
20251026,서울 강남구,지역주민,28066669399,877386
20251027,강원 춘천시,외부방문객,2685607495,50494
20251027,강원 춘천시,정보없음,36449898,142
20251027,강원 춘천시,지역주민,12769969168,235466
20251027,서울 강남구,외부방문객,186521773291,2203526
20251027,서울 강남구,정보없음,318117400,2255
20251027,서울 강남구,지역주민,84908361622,1269511
20251028,강원 춘천시,외부방문객,6039512675,49671
20251028,강원 춘천시,정보없음,6374166,112
20251028,강원 춘천시,지역주민,17536730881,232151
20251028,서울 강남구,외부방문객,159150039713,1649063
20251028,서울 강남구,정보없음,462306534,1623
20251028,서울 강남구,지역주민,80867707384,1167991
20251029,강원 춘천시,외부방문객,4959951439,51041
20251029,강원 춘천시,정보없음,3366613,141
20251029,강원 춘천시,지역주민,15453603363,230075
20251029,서울 강남구,외부방문객,139838692204,1665509
20251029,서울 강남구,정보없음,210435280,1433
20251029,서울 강남구,지역주민,79980187534,1172601
20251030,강원 춘천시,외부방문객,4484655308,48312
20251030,강원 춘천시,정보없음,14355493,130
20251030,강원 춘천시,지역주민,9418584003,239375
20251030,서울 강남구,외부방문객,165059356533,1673964
20251030,서울 강남구,정보없음,581547537,1474
20251030,서울 강남구,지역주민,87809027079,1187781
20251031,강원 춘천시,외부방문객,3332798833,50432
20251031,강원 춘천시,정보없음,11503355,154
20251031,강원 춘천시,지역주민,11430298065,260118
20251031,서울 강남구,외부방문객,218220686137,1799967
20251031,서울 강남구,정보없음,480418536,1866
20251031,서울 강남구,지역주민,97601858749,1259394
20251101,강원 춘천시,외부방문객,2628985898,74946
20251101,강원 춘천시,정보없음,19693034,122
20251101,강원 춘천시,지역주민,9375263903,257976
20251101,서울 강남구,외부방문객,69251357266,1915805
20251101,서울 강남구,정보없음,46392737,1424
20251101,서울 강남구,지역주민,50835185648,1177709
20251102,강원 춘천시,외부방문객,1990160837,60283
20251102,강원 춘천시,정보없음,3693387,112
20251102,강원 춘천시,지역주민,6645969860,205177
20251102,서울 강남구,외부방문객,48825074397,1614186
20251102,서울 강남구,정보없음,35383903,857
20251102,서울 강남구,지역주민,31288829282,926247
20251103,강원 춘천시,외부방문객,2060327178,47928
20251103,강원 춘천시,정보없음,2425938,90
20251103,강원 춘천시,지역주민,7461797864,229300
20251103,서울 강남구,외부방문객,94413800145,1694927
20251103,서울 강남구,정보없음,333929009,1564
20251103,서울 강남구,지역주민,58822906304,1184407
20251104,강원 춘천시,외부방문객,1382011210,46651
20251104,강원 춘천시,정보없음,4786421,105
20251104,강원 춘천시,지역주민,7694665131,225733
20251104,서울 강남구,외부방문객,93252772414,1610316
20251104,서울 강남구,정보없음,188385396,1446
20251104,서울 강남구,지역주민,46534291026,1143039
20251105,강원 춘천시,외부방문객,1462030737,46796
20251105,강원 춘천시,정보없음,3344005,113
20251105,강원 춘천시,지역주민,7199791787,223672
20251105,서울 강남구,외부방문객,99001904372,1844883
20251105,서울 강남구,정보없음,133981756,1458
20251105,서울 강남구,지역주민,48988893080,1212030
20251106,강원 춘천시,외부방문객,1489957722,46881
20251106,강원 춘천시,정보없음,3463221,94
20251106,강원 춘천시,지역주민,6586188757,225914
20251106,서울 강남구,외부방문객,88314762306,1682706
20251106,서울 강남구,정보없음,126020365,1273
20251106,서울 강남구,지역주민,48168336311,1170428
20251107,강원 춘천시,외부방문객,1666952974,49102
20251107,강원 춘천시,정보없음,4018323,160
20251107,강원 춘천시,지역주민,7877242749,249435
20251107,서울 강남구,외부방문객,101339273623,1693839
20251107,서울 강남구,정보없음,149685267,1515
20251107,서울 강남구,지역주민,53251934676,1212781
20251108,강원 춘천시,외부방문객,2551588087,73607
20251108,강원 춘천시,정보없음,3201029,161
20251108,강원 춘천시,지역주민,7965805040,248675
20251108,서울 강남구,외부방문객,48321253676,1711452
20251108,서울 강남구,정보없음,83289753,1269
20251108,서울 강남구,지역주민,40109412350,1097897
20251109,강원 춘천시,외부방문객,1878300038,60109
20251109,강원 춘천시,정보없음,4826472,148
20251109,강원 춘천시,지역주민,5141962677,193216
20251109,서울 강남구,외부방문객,37488743629,1550985
20251109,서울 강남구,정보없음,69343666,1057
20251109,서울 강남구,지역주민,27501352821,886411
20251110,강원 춘천시,외부방문객,1549811799,49253
20251110,강원 춘천시,정보없음,13041778,183
20251110,강원 춘천시,지역주민,7009806269,234641
20251110,서울 강남구,외부방문객,154375521310,2019878
20251110,서울 강남구,정보없음,196762584,1688
20251110,서울 강남구,지역주민,65299232486,1249244
20251111,강원 춘천시,외부방문객,1684290185,48644
20251111,강원 춘천시,정보없음,5591508,131
20251111,강원 춘천시,지역주민,7446774442,236111
20251111,서울 강남구,외부방문객,102435823121,1795342
20251111,서울 강남구,정보없음,245087574,1480
20251111,서울 강남구,지역주민,55612227360,1220732
20251112,강원 춘천시,외부방문객,1870834003,45558
20251112,강원 춘천시,정보없음,5968540,165
20251112,강원 춘천시,지역주민,7517543912,227557
20251112,서울 강남구,외부방문객,94692954399,1646513
20251112,서울 강남구,정보없음,235388974,1653
20251112,서울 강남구,지역주민,51031362848,1160593
20251113,강원 춘천시,외부방문객,3311508929,47848
20251113,강원 춘천시,정보없음,115793429,144
20251113,강원 춘천시,지역주민,13951325023,229434
20251113,서울 강남구,외부방문객,88201376490,1687783
20251113,서울 강남구,정보없음,213691408,1490
20251113,서울 강남구,지역주민,54256111284,1154826
20251114,강원 춘천시,외부방문객,6602116238,48840
20251114,강원 춘천시,정보없음,10552075,124
20251114,강원 춘천시,지역주민,17822712690,245904
20251114,서울 강남구,외부방문객,120235553972,1830928
20251114,서울 강남구,정보없음,346510967,1738
20251114,서울 강남구,지역주민,65944576560,1227271
20251115,강원 춘천시,외부방문객,2634381961,72493
20251115,강원 춘천시,정보없음,3475018,148
20251115,강원 춘천시,지역주민,8811711933,247091
20251115,서울 강남구,외부방문객,54991963090,1714229
20251115,서울 강남구,정보없음,45318039,1044
20251115,서울 강남구,지역주민,40096800271,1067296
20251116,강원 춘천시,외부방문객,1821570098,57404
20251116,강원 춘천시,정보없음,3192084,128
20251116,강원 춘천시,지역주민,5829486268,201128
20251116,서울 강남구,외부방문객,36300360960,1501679
20251116,서울 강남구,정보없음,26047757,1153
20251116,서울 강남구,지역주민,27038101024,866146
20251117,강원 춘천시,외부방문객,2275172977,44212
20251117,강원 춘천시,정보없음,4331758,116
20251117,강원 춘천시,지역주민,8843804416,224756
20251117,서울 강남구,외부방문객,110133359323,1940376
20251117,서울 강남구,정보없음,402672824,2065
20251117,서울 강남구,지역주민,57994460146,1219603
20251118,강원 춘천시,외부방문객,1277089209,44743
20251118,강원 춘천시,정보없음,16801772,232
20251118,강원 춘천시,지역주민,7522671678,221606
20251118,서울 강남구,외부방문객,88735628643,1585019
20251118,서울 강남구,정보없음,289948960,1638
20251118,서울 강남구,지역주민,56777352291,1111288
20251119,강원 춘천시,외부방문객,1280706904,43702
20251119,강원 춘천시,정보없음,5882163,130
20251119,강원 춘천시,지역주민,7279828321,220898
20251119,서울 강남구,외부방문객,97993444259,1622634
20251119,서울 강남구,정보없음,164794313,1656
20251119,서울 강남구,지역주민,49596745299,1128102
20251120,강원 춘천시,외부방문객,1248543034,42373
20251120,강원 춘천시,정보없음,20131605,175
20251120,강원 춘천시,지역주민,7278768020,223760
20251120,서울 강남구,외부방문객,124064874489,1904291
20251120,서울 강남구,정보없음,142410610,1797
20251120,서울 강남구,지역주민,63911568119,1184622
20251121,강원 춘천시,외부방문객,1795805858,44103
20251121,강원 춘천시,정보없음,4056157,119
20251121,강원 춘천시,지역주민,9441045872,243067
20251121,서울 강남구,외부방문객,109555373400,1697650
20251121,서울 강남구,정보없음,159778852,1590
20251121,서울 강남구,지역주민,62568345714,1202498
20251122,강원 춘천시,외부방문객,2262096594,66174
20251122,강원 춘천시,정보없음,8878378,173
20251122,강원 춘천시,지역주민,8370047449,248522
20251122,서울 강남구,외부방문객,48464974527,1678034
20251122,서울 강남구,정보없음,87389871,1206
20251122,서울 강남구,지역주민,40592738770,1072653
20251123,강원 춘천시,외부방문객,1616949025,50181
20251123,강원 춘천시,정보없음,3486754,100
20251123,강원 춘천시,지역주민,5406507975,188205
20251123,서울 강남구,외부방문객,36540631921,1477093
20251123,서울 강남구,정보없음,75773847,1038
20251123,서울 강남구,지역주민,26394524395,852532
20251124,강원 춘천시,외부방문객,1575851958,44816
20251124,강원 춘천시,정보없음,7028899,172
20251124,강원 춘천시,지역주민,7914443939,230919
20251124,서울 강남구,외부방문객,133890931320,1841878
20251124,서울 강남구,정보없음,194165854,1707
20251124,서울 강남구,지역주민,66553804996,1204319
20251125,강원 춘천시,외부방문객,4050897395,41042
20251125,강원 춘천시,정보없음,2330433,60
20251125,강원 춘천시,지역주민,13252909047,216062
20251125,서울 강남구,외부방문객,194004131907,2090847
20251125,서울 강남구,정보없음,438104954,2226
20251125,서울 강남구,지역주민,82502893411,1200975
20251126,강원 춘천시,외부방문객,4122354008,44432
20251126,강원 춘천시,정보없음,49224075,189
20251126,강원 춘천시,지역주민,12433456230,228754
20251126,서울 강남구,외부방문객,172161303631,1653682
20251126,서울 강남구,정보없음,745596701,1419
20251126,서울 강남구,지역주민,80469405536,1158234
20251127,강원 춘천시,외부방문객,4423057725,37902
20251127,강원 춘천시,정보없음,6098583,109
20251127,강원 춘천시,지역주민,17929808214,215556
20251127,서울 강남구,외부방문객,172983849756,1647377
20251127,서울 강남구,정보없음,491471246,1489
20251127,서울 강남구,지역주민,71907240697,1118000
20251128,강원 춘천시,외부방문객,6682117992,43697
20251128,강원 춘천시,정보없음,6457153,147
20251128,강원 춘천시,지역주민,15702022242,248727
20251128,서울 강남구,외부방문객,221506223408,1810269
20251128,서울 강남구,정보없음,594531811,1704
20251128,서울 강남구,지역주민,96417964262,1239601
20251129,강원 춘천시,외부방문객,2309625948,59737
20251129,강원 춘천시,정보없음,9169036,155
20251129,강원 춘천시,지역주민,9034194187,246611
20251129,서울 강남구,외부방문객,54205648279,1685154
20251129,서울 강남구,정보없음,33816195,1229
20251129,서울 강남구,지역주민,44199298054,1070299
20251130,강원 춘천시,외부방문객,1790407039,48205
20251130,강원 춘천시,정보없음,7378973,185
20251130,강원 춘천시,지역주민,6166143196,205972
20251130,서울 강남구,외부방문객,43324375294,1580758
20251130,서울 강남구,정보없음,31483368,1068
20251130,서울 강남구,지역주민,33418756611,930411
20251201,강원 춘천시,외부방문객,1369436868,40902
20251201,강원 춘천시,정보없음,8049688,139
20251201,강원 춘천시,지역주민,8057790429,227207
20251201,서울 강남구,외부방문객,151441447148,1831720
20251201,서울 강남구,정보없음,319211595,1652
20251201,서울 강남구,지역주민,76451274425,1224809
20251202,강원 춘천시,외부방문객,1055706548,40745
20251202,강원 춘천시,정보없음,3625430,101
20251202,강원 춘천시,지역주민,7061849225,216859
20251202,서울 강남구,외부방문객,93198263704,1636061
20251202,서울 강남구,정보없음,221313942,1591
20251202,서울 강남구,지역주민,64587464154,1134163
20251203,강원 춘천시,외부방문객,982910948,38311
20251203,강원 춘천시,정보없음,5132433,155
20251203,강원 춘천시,지역주민,6702255565,210040
20251203,서울 강남구,외부방문객,86429714714,1599123
20251203,서울 강남구,정보없음,149325856,1515
20251203,서울 강남구,지역주민,55073727298,1084830
20251204,강원 춘천시,외부방문객,910412346,36585
20251204,강원 춘천시,정보없음,7922056,77
20251204,강원 춘천시,지역주민,7318042601,214532
20251204,서울 강남구,외부방문객,83051140667,1690589
20251204,서울 강남구,정보없음,170784005,1538
20251204,서울 강남구,지역주민,50295670605,1115560
20251205,강원 춘천시,외부방문객,1032000957,36604
20251205,강원 춘천시,정보없음,3759028,128
20251205,강원 춘천시,지역주민,7899630871,233787
20251205,서울 강남구,외부방문객,91667765172,1648196
20251205,서울 강남구,정보없음,217453753,1340
20251205,서울 강남구,지역주민,54205464674,1137817
20251206,강원 춘천시,외부방문객,1786508372,51452
20251206,강원 춘천시,정보없음,3955285,104
20251206,강원 춘천시,지역주민,8128341951,241095
20251206,서울 강남구,외부방문객,48445491638,1627436
20251206,서울 강남구,정보없음,33201979,1163
20251206,서울 강남구,지역주민,40703040248,1037032
20251207,강원 춘천시,외부방문객,1319495504,44761
20251207,강원 춘천시,정보없음,8693079,175
20251207,강원 춘천시,지역주민,6043026532,198729
20251207,서울 강남구,외부방문객,35604668076,1477469
20251207,서울 강남구,정보없음,27354708,1176
20251207,서울 강남구,지역주민,26966761813,869626
20251208,강원 춘천시,외부방문객,1043173899,39803
20251208,강원 춘천시,정보없음,13791296,147
20251208,강원 춘천시,지역주민,7147142071,220920
20251208,서울 강남구,외부방문객,93358385594,1593755
20251208,서울 강남구,정보없음,198325309,1389
20251208,서울 강남구,지역주민,49373479942,1113557
20251209,강원 춘천시,외부방문객,1155159130,41027
20251209,강원 춘천시,정보없음,1117806,51
20251209,강원 춘천시,지역주민,6610327298,215247
20251209,서울 강남구,외부방문객,95037993145,1572954
20251209,서울 강남구,정보없음,148197877,1363
20251209,서울 강남구,지역주민,51805637860,1108721
20251210,강원 춘천시,외부방문객,1276302581,41757
20251210,강원 춘천시,정보없음,11856245,124
20251210,강원 춘천시,지역주민,7511312841,215569
20251210,서울 강남구,외부방문객,143806089638,1908026
20251210,서울 강남구,정보없음,136516889,1740
20251210,서울 강남구,지역주민,73744769267,1194583
20251211,강원 춘천시,외부방문객,2013883349,40823
20251211,강원 춘천시,정보없음,7682819,86
20251211,강원 춘천시,지역주민,8677596412,217706
20251211,서울 강남구,외부방문객,86482608897,1589548
20251211,서울 강남구,정보없음,122918537,1441
20251211,서울 강남구,지역주민,51948921359,1116925
20251212,강원 춘천시,외부방문객,2384310802,41630
20251212,강원 춘천시,정보없음,13260387,163
20251212,강원 춘천시,지역주민,11544457720,239542
20251212,서울 강남구,외부방문객,116509325865,1747857
20251212,서울 강남구,정보없음,86355397,1429
20251212,서울 강남구,지역주민,59350983134,1184257
20251213,강원 춘천시,외부방문객,1803630985,48301
20251213,강원 춘천시,정보없음,5028933,168
20251213,강원 춘천시,지역주민,7458189386,218848
20251213,서울 강남구,외부방문객,50189668542,1562202
20251213,서울 강남구,정보없음,65143577,1191
20251213,서울 강남구,지역주민,41584151555,957634
20251214,강원 춘천시,외부방문객,1152633278,42996
20251214,강원 춘천시,정보없음,2911879,160
20251214,강원 춘천시,지역주민,5289671393,183902
20251214,서울 강남구,외부방문객,39851484774,1507531
20251214,서울 강남구,정보없음,34541449,1088
20251214,서울 강남구,지역주민,29147569724,858329
20251215,강원 춘천시,외부방문객,5688310446,39179
20251215,강원 춘천시,정보없음,4126967,165
20251215,강원 춘천시,지역주민,21399453643,221838
20251215,서울 강남구,외부방문객,147105413629,2211697
20251215,서울 강남구,정보없음,406546345,2228
20251215,서울 강남구,지역주민,82771353411,1314005
20251216,강원 춘천시,외부방문객,949416227,37233
20251216,강원 춘천시,정보없음,4841867,164
20251216,강원 춘천시,지역주민,8186515674,207977
20251216,서울 강남구,외부방문객,97055709378,1600442
20251216,서울 강남구,정보없음,141632640,1366
20251216,서울 강남구,지역주민,52929530602,1078864
20251217,강원 춘천시,외부방문객,986711646,39690
20251217,강원 춘천시,정보없음,6827370,105
20251217,강원 춘천시,지역주민,7177065693,219474
20251217,서울 강남구,외부방문객,92523039671,1705459
20251217,서울 강남구,정보없음,96972342,1562
20251217,서울 강남구,지역주민,56130236730,1171278
20251218,강원 춘천시,외부방문객,1129048973,38744
20251218,강원 춘천시,정보없음,4426733,103
20251218,강원 춘천시,지역주민,7058792714,220304
20251218,서울 강남구,외부방문객,99766611273,1721704
20251218,서울 강남구,정보없음,162774062,1554
20251218,서울 강남구,지역주민,59910337255,1187434
20251219,강원 춘천시,외부방문객,1175501215,42667
20251219,강원 춘천시,정보없음,5406359,210
20251219,강원 춘천시,지역주민,7964535819,237633
20251219,서울 강남구,외부방문객,113033497075,1758399
20251219,서울 강남구,정보없음,235492634,1315
20251219,서울 강남구,지역주민,66791888934,1240219
20251220,강원 춘천시,외부방문객,1724580407,54298
20251220,강원 춘천시,정보없음,5601017,149
20251220,강원 춘천시,지역주민,7952060761,233244
20251220,서울 강남구,외부방문객,54113631638,1728230
20251220,서울 강남구,정보없음,40761707,1153
20251220,서울 강남구,지역주민,45807138917,1067962
20251221,강원 춘천시,외부방문객,1301009693,43163
20251221,강원 춘천시,정보없음,8758981,110
20251221,강원 춘천시,지역주민,5997556252,195754
20251221,서울 강남구,외부방문객,41122035329,1578163
20251221,서울 강남구,정보없음,55442616,1023
20251221,서울 강남구,지역주민,30374573196,895548
20251222,강원 춘천시,외부방문객,1112811908,33361
20251222,강원 춘천시,정보없음,3595607,115
20251222,강원 춘천시,지역주민,7612750606,221670
20251222,서울 강남구,외부방문객,135499461230,2009604
20251222,서울 강남구,정보없음,260579313,1613
20251222,서울 강남구,지역주민,68974634274,1233219
20251223,강원 춘천시,외부방문객,1761534292,29439
20251223,강원 춘천시,정보없음,5026879,172
20251223,강원 춘천시,지역주민,7751620309,198823
20251223,서울 강남구,외부방문객,127166912500,1730551
20251223,서울 강남구,정보없음,286691684,1498
20251223,서울 강남구,지역주민,73269317986,1145482
20251224,강원 춘천시,외부방문객,3827011995,36085
20251224,강원 춘천시,정보없음,2106339,114
20251224,강원 춘천시,지역주민,10865902621,242551
20251224,서울 강남구,외부방문객,136499611514,2094339
20251224,서울 강남구,정보없음,127405216,1760
20251224,서울 강남구,지역주민,76131164219,1357137
20251225,강원 춘천시,외부방문객,1475952676,49484
20251225,강원 춘천시,정보없음,8622160,192
20251225,강원 춘천시,지역주민,6795319207,215684
20251225,서울 강남구,외부방문객,42759574868,1687502
20251225,서울 강남구,정보없음,40458526,1326
20251225,서울 강남구,지역주민,31718143655,919248
20251226,강원 춘천시,외부방문객,3215511608,45349
20251226,강원 춘천시,정보없음,3375199,135
20251226,강원 춘천시,지역주민,15446726342,228982
20251226,서울 강남구,외부방문객,164686846100,2198025
20251226,서울 강남구,정보없음,473040747,2139
20251226,서울 강남구,지역주민,78678164205,1207835
20251227,강원 춘천시,외부방문객,2342722596,54220
20251227,강원 춘천시,정보없음,7239286,151
20251227,강원 춘천시,지역주민,7706333946,222867
20251227,서울 강남구,외부방문객,53389942637,1695911
20251227,서울 강남구,정보없음,63866754,1359
20251227,서울 강남구,지역주민,43030781256,1037004
20251228,강원 춘천시,외부방문객,1373775616,43698
20251228,강원 춘천시,정보없음,2945598,109
20251228,강원 춘천시,지역주민,5006912087,174828
20251228,서울 강남구,외부방문객,37010899557,1511415
20251228,서울 강남구,정보없음,33748667,1076
20251228,서울 강남구,지역주민,28298002815,843533
20251229,강원 춘천시,외부방문객,4486508854,36993
20251229,강원 춘천시,정보없음,4054712,136
20251229,강원 춘천시,지역주민,14562937535,225607
20251229,서울 강남구,외부방문객,157242903900,1801779
20251229,서울 강남구,정보없음,180297598,1464
20251229,서울 강남구,지역주민,365428671495,1203809
20251230,강원 춘천시,외부방문객,4001125477,37161
20251230,강원 춘천시,정보없음,7412997,101
20251230,강원 춘천시,지역주민,20069278572,226005
20251230,서울 강남구,외부방문객,155907511402,1743963
20251230,서울 강남구,정보없음,395316433,1666
20251230,서울 강남구,지역주민,85588474131,1186849
20251231,강원 춘천시,외부방문객,2611849637,41577
20251231,강원 춘천시,정보없음,5893182,136
20251231,강원 춘천시,지역주민,11641418761,251449
20251231,서울 강남구,외부방문객,133554875308,1863837
20251231,서울 강남구,정보없음,235493373,1660
20251231,서울 강남구,지역주민,77152696120,1225477
